Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
0.111757,0.74,-0.16,0.46,0.01,-0.0,0.0,-60.15,-12.0,43.2
0.113689,0.76,-0.19,0.38,0.01,0.0,-0.01,-60.0,-13.35,43.65
0.108272,0.73,-0.27,0.36,0.01,0.0,0.0,-58.8,-12.3,43.35
0.108589,0.76,-0.12,0.37,0.01,0.0,-0.0,-58.8,-14.1,41.85
0.110472,0.74,-0.2,0.34,0.01,-0.01,-0.0,-58.95,-11.7,43.2
0.111856,0.78,-0.23,0.4,0.01,-0.0,-0.01,-60.15,-12.0,42.0
0.110344,0.77,-0.19,0.35,0.0,-0.0,0.0,-59.4,-13.2,41.7
0.111759,0.73,-0.22,0.41,0.01,-0.01,0.0,-60.3,-11.85,43.05
0.109275,0.75,-0.2,0.34,0.01,-0.0,-0.01,-60.45,-12.0,42.45
0.109425,0.74,-0.19,0.34,0.01,-0.0,0.0,-60.15,-12.0,43.2
0.111126,0.76,-0.22,0.35,0.01,0.0,-0.0,-60.75,-12.6,43.05
0.109179,0.73,-0.18,0.37,0.01,0.0,0.0,-60.0,-12.3,42.3
0.113601,0.73,-0.23,0.38,0.01,-0.0,-0.0,-60.15,-13.5,41.7
0.109349,0.77,-0.18,0.4,0.01,0.0,-0.01,-60.45,-13.2,42.75
0.109282,0.73,-0.2,0.36,0.01,-0.0,-0.0,-61.05,-13.05,43.65
0.107768,0.77,-0.24,0.39,0.01,-0.0,0.0,-59.4,-12.75,44.25
0.108269,0.74,-0.21,0.39,0.01,-0.0,-0.0,-61.2,-13.2,42.0
0.108138,0.75,-0.26,0.39,0.01,-0.01,-0.0,-60.9,-12.75,42.75
0.10797,0.73,-0.18,0.34,0.01,0.0,0.0,-60.45,-13.2,43.5
0.108101,0.75,-0.23,0.35,0.01,-0.0,-0.01,-61.05,-11.85,43.35
0.11034,0.69,-0.23,0.37,0.01,0.0,-0.01,-58.95,-12.0,42.45
0.10786,0.75,-0.23,0.41,0.01,0.0,-0.01,-60.0,-12.3,43.05
0.108156,0.74,-0.21,0.36,0.01,-0.0,-0.0,-60.15,-12.45,43.95
0.108043,0.71,-0.24,0.39,0.01,-0.0,0.0,-60.15,-11.7,43.5
0.109951,0.76,-0.19,0.4,0.0,-0.01,-0.01,-60.75,-12.3,43.35
