Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
0.085798,0.09,-0.27,0.18,0.01,-0.0,0.0,20.55,100.95,142.65
0.106377,0.12,-0.23,0.11,0.01,-0.0,0.0,18.45,100.8,143.25
0.106731,0.15,-0.27,0.21,0.01,0.0,-0.0,18.3,100.95,142.35
0.107106,0.09,-0.27,0.14,0.01,-0.0,-0.0,17.4,102.75,141.75
0.107644,0.09,-0.22,0.2,0.01,-0.0,0.0,18.15,100.5,142.5
0.106807,0.13,-0.3,0.15,0.01,0.0,-0.0,18.9,101.25,142.5
0.107543,0.23,-0.23,0.09,0.01,-0.0,0.0,19.5,100.2,142.35
0.106554,0.05,-0.15,0.12,0.01,0.0,-0.0,18.75,96.45,139.8
0.107856,0.07,-0.2,0.12,0.0,0.0,-0.01,21.15,84.3,134.1
0.106198,-0.16,-0.11,0.2,0.01,0.01,0.0,18.3,74.1,127.65
0.106808,0.38,-0.31,0.13,0.02,-0.01,0.0,12.75,63.0,122.1
0.106659,0.3,0.02,0.22,-0.0,0.02,-0.03,8.25,55.35,115.8
0.109514,-0.39,0.43,-0.16,-0.03,-0.03,0.11,-3.15,42.75,107.25
0.106836,-0.37,0.06,0.21,0.01,-0.01,-0.08,-13.5,32.55,101.1
0.106931,0.09,-0.26,-0.02,0.0,-0.01,0.01,-21.15,27.75,97.2
0.107049,0.22,-0.5,0.24,0.0,-0.0,-0.02,-27.0,26.4,94.8
0.107224,0.19,-0.6,0.37,0.01,-0.0,0.04,-31.05,23.7,92.7
0.107224,-0.23,-0.41,0.29,0.01,0.0,-0.0,-37.05,21.9,90.15
0.106789,-0.11,-0.5,0.27,-0.01,-0.02,-0.02,-39.15,20.1,88.05
0.107407,1.03,-0.75,0.06,-0.0,-0.01,-0.04,-40.8,19.95,87.15
0.106763,1.5,-0.45,0.27,0.01,0.0,-0.06,-43.2,19.35,86.25
0.10863,-0.49,-0.16,0.29,0.01,0.0,-0.08,-47.7,17.1,85.5
0.107389,1.18,-0.74,0.14,-0.01,-0.02,0.2,-47.25,18.45,83.85
0.10693,0.06,-0.26,0.08,0.02,-0.0,0.09,-46.95,18.6,85.05
0.107077,1.43,-0.44,0.1,0.02,-0.01,0.02,-51.3,18.75,84.9
