Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
0.105676,0.12,-0.22,0.18,0.0,0.01,-0.0,20.4,106.65,148.8
0.107846,0.1,-0.23,0.15,0.01,0.01,-0.0,18.9,105.0,148.8
0.106458,0.12,-0.21,0.19,0.0,-0.0,0.0,20.55,106.8,148.2
0.106881,0.13,-0.27,0.17,0.01,-0.0,0.0,19.65,105.75,148.8
0.106553,0.11,-0.21,0.17,0.0,0.0,-0.01,21.15,105.75,148.35
0.110416,0.12,-0.23,0.17,0.01,-0.0,0.0,20.25,106.05,148.65
0.10672,0.13,-0.24,0.16,0.01,0.0,0.0,18.3,107.1,149.25
0.108431,0.11,-0.25,0.13,0.01,0.0,0.01,19.5,105.3,147.15
0.108201,1.8,-0.33,0.08,0.01,-0.01,0.01,21.75,99.45,144.6
0.106903,-0.4,-0.2,0.19,0.0,0.0,0.0,17.7,76.2,131.1
0.110069,1.23,0.27,0.2,0.01,0.0,-0.02,9.0,56.1,118.35
0.107765,0.91,-0.79,0.5,0.01,-0.05,0.14,-0.75,45.3,109.65
0.107149,1.27,-0.22,0.08,0.01,0.01,-0.08,-12.75,35.25,104.4
0.107171,0.94,6.17,-0.09,0.01,0.0,0.17,-20.7,30.45,99.9
0.10716,0.73,-0.14,0.46,0.0,0.01,-0.01,-31.05,26.4,95.25
0.107156,-0.6,-0.11,0.2,-0.0,-0.0,-0.01,-37.5,23.4,93.0
0.107275,1.64,0.04,-0.69,0.01,-0.02,-0.01,-40.8,23.7,91.2
0.106668,-0.26,-0.14,0.25,0.01,0.01,-0.01,-44.7,21.3,89.55
0.107328,-0.75,0.43,-0.21,0.01,0.0,-0.05,-47.55,21.45,87.15
0.107288,-0.72,-0.06,0.11,-0.0,-0.01,0.01,-49.95,20.1,87.0
0.107224,0.89,-0.66,0.23,0.01,-0.01,0.02,-52.05,17.55,85.65
0.107801,0.33,0.08,-0.03,0.01,0.0,-0.01,-54.3,16.05,84.6
0.108327,0.89,-0.05,0.66,0.01,-0.02,0.04,-55.5,16.8,82.35
0.105533,-0.12,-0.09,-0.14,0.01,0.01,-0.01,-56.25,16.05,82.65
0.107393,-0.52,0.08,-0.13,-0.0,-0.01,-0.01,-58.2,16.2,81.75
