Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
0.044823,-0.46,0.0,0.0,0.0,0.0,0.0,-226.2,-234.15,27.0
0.107308,0.0,0.0,0.0,0.0,0.0,0.0,-226.2,-233.4,27.0
0.105369,0.0,0.0,0.0,0.0,0.0,0.0,-223.8,-233.7,26.85
0.108596,0.0,0.0,0.0,0.0,0.0,0.0,-225.75,-235.2,26.85
0.105533,-0.37,0.0,0.0,0.0,0.0,0.0,-225.0,-234.45,28.65
0.109695,-0.45,0.0,0.0,0.0,0.0,0.0,-225.0,-235.2,27.45
0.110533,-0.39,0.0,0.0,0.0,0.0,0.0,-225.45,-234.15,28.5
0.104081,0.0,0.0,0.0,0.0,0.0,0.0,-224.4,-233.4,27.3
0.110213,0.0,0.0,0.0,0.0,0.0,0.0,-225.45,-234.9,25.8
0.109795,-0.36,0.0,0.0,0.0,0.0,0.0,-226.2,-234.9,26.55
0.107783,0.0,0.0,0.0,0.0,0.0,0.0,-225.0,-233.7,27.45
0.108195,0.0,0.0,0.0,0.0,0.0,0.0,-225.45,-234.15,26.55
0.107568,0.0,0.0,0.0,0.0,0.0,0.0,-224.55,-234.45,26.85
0.106661,-0.37,0.0,0.0,0.0,0.0,0.0,-226.2,-234.15,27.75
0.10749,0.0,0.0,0.0,0.0,0.0,0.0,-226.05,-233.25,27.15
0.108529,-0.44,0.0,0.0,0.0,0.0,0.0,-225.75,-234.0,27.9
0.108069,-0.46,0.0,0.0,0.0,0.0,0.0,-225.15,-232.65,28.05
0.109413,0.0,0.0,0.0,0.0,0.0,0.0,-226.05,-233.7,27.9
0.11089,0.0,0.0,0.0,0.0,0.0,0.0,-225.3,-234.0,26.4
0.11246,-0.35,0.0,0.43,0.0,0.0,0.0,-225.9,-235.8,28.05
0.11134,0.0,0.0,0.0,0.0,0.0,0.0,-226.05,-235.2,26.85
0.115267,-0.36,0.0,0.0,0.0,0.0,0.0,-226.05,-235.2,27.9
0.10143,0.0,0.0,0.0,0.0,0.0,0.0,-225.3,-235.2,28.2
0.108145,-0.37,0.0,0.0,0.0,0.0,0.0,-225.3,-234.0,27.9
0.109254,-0.44,0.0,0.0,0.0,0.0,0.0,-226.95,-234.15,27.3
